1970,213984,88745,95797,342514,230270,60732,13966,5474,2738,934,274,84,83,1055596
1971,389880,152798,61460,53140,164448,100229,21536,4357,1793,1044,442,117,78,951320
1972,995265,300631,110013,39928,31672,80681,38895,7012,1574,711,505,209,98,1607193
1973,1859149,703473,203223,65654,22849,17101,29253,10274,1886,464,277,179,133,2913915
1974,640859,1322275,463504,113662,35379,12247,7735,9528,3555,701,204,122,150,2609920
1975,598970,429311,727099,230258,55212,17595,5674,3249,3089,1092,267,63,115,2071994
1976,609034,434546,257447,341440,104382,24689,7344,2374,1418,951,403,89,85,1784203
1977,372580,422639,258015,123187,145080,44087,9352,2796,1116,650,371,156,81,1380110
1978,629621,249072,220547,108879,48993,54727,14633,2778,1016,425,290,114,84,1331179
1979,211340,451025,148074,91550,39176,17390,15642,3308,693,189,97,47,39,978570
1980,130233,162996,301930,81020,39050,15831,6442,4362,949,159,44,18,12,743048
1981,159906,102328,117817,173347,35998,14813,5541,1986,1178,221,42,9,4,613189
1982,174366,131289,82259,63408,78764,13736,4681,1619,660,328,74,14,5,551205
1983,156040,129508,93633,48530,25441,24735,4151,1407,583,238,109,30,7,484413
1984,413625,122949,85424,55453,21581,8538,7205,1246,534,248,102,43,13,716960
1985,555957,362817,83266,45757,23845,5428,2194,2074,393,207,102,49,19,1082109
1986,1118230,433787,246387,43987,18693,7045,1459,811,857,180,100,56,26,1871618
1987,326684,965139,263801,105533,15042,6048,1720,490,245,284,63,49,25,1685124
1988,297500,241169,624115,116353,29759,4426,1488,469,122,54,60,25,14,1315553
1989,188615,222305,154378,343197,49335,8555,1314,401,90,24,9,21,9,968254
1990,155384,147153,144470,105531,165268,20721,2960,537,126,29,8,4,6,742197
1991,395216,133782,108906,98753,66818,94589,11159,1536,268,54,11,3,3,911098
1992,732230,315822,106854,75824,57470,37932,53012,6517,957,163,29,7,2,1386818
1993,925351,531450,250538,70999,38021,28156,17586,27443,3343,528,80,18,2,1893515
1994,730875,717173,396767,147080,35359,16735,11851,7112,11680,1340,183,31,3,2076189
1995,498667,498136,524020,222611,57351,12158,5336,3540,2265,3508,304,44,1,1827942
1996,408240,296080,331706,292931,97206,18995,4185,1580,1107,650,1034,66,1,1453782
1997,668993,224145,201312,178249,120889,37152,5888,1517,508,334,181,290,3,1439462
1998,952273,436206,129307,95091,69794,41366,9970,1434,394,126,81,57,69,1736167
1999,542446,578126,252128,59584,32837,25633,11499,2592,321,105,30,27,44,1505372
2000,671163,396869,374491,116201,23032,11218,7080,2632,624,89,27,9,28,1603465
2001,549501,525685,293274,183895,50817,8808,3487,1908,692,229,28,13,18,1618357
2002,408103,418213,374612,187904,81836,20045,3138,1200,617,270,95,13,12,1496057
2003,691817,302962,295966,245586,86851,32452,6978,1177,447,302,113,55,9,1664715
2004,245941,562237,212672,191228,122846,36638,12761,2846,498,250,173,68,35,1388194
2005,630342,188025,400448,134075,98399,41856,11824,4285,916,210,123,116,57,1510676
2006,538769,458445,136323,234470,70457,36390,13604,3811,1452,413,96,80,120,1494429
2007,1410572,448418,295018,87069,124216,31375,13125,4445,1320,593,168,50,98,2416468
2008,1238767,1050091,364252,165855,53174,65802,16027,6148,1917,680,258,99,81,2963152
2009,706486,918586,842432,265106,95453,36032,34671,9079,3402,1068,357,155,115,2912943
2010,287140,533017,733052,632175,184455,60105,21835,18580,5449,1933,504,220,178,2478642
2011,473404,219028,445057,600065,444145,99312,35847,12241,9690,2583,1069,258,258,2342957
2012,553893,328015,172178,352141,460371,266607,54340,19766,6641,4959,1476,707,360,2221457
2013,613740,380281,242190,144882,266356,312436,160604,29553,11074,3714,2958,975,829,2169593
2014,718586,414591,294623,189406,112377,187794,180730,82741,15207,5822,2164,1968,1322,2207330
2015,399021,476456,311162,205878,137231,75207,113293,96155,39134,8211,3362,1425,2371,1868906
2016,245294,258817,358690,213638,133400,83785,46398,61925,46742,17838,4801,2213,2715,1476256
2017,688190,190512,187642,241052,137593,77769,47269,25868,28462,22257,10037,3200,3444,1663296
2018,,405639,130203,135076,140551,80112,38865,25304,11296,12574,12097,6527,4783,1691218
