Stock,Code,Year,Rec,SSB,F,Catches,Landings,RecAge,FAge,Assmt,Blim,Bpa,MSYBtrigger,FMSY,Fpa,Flim
North Sea,cod.27.47d20,1978,1188124,118197,0.925,327074,294640,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1979,1481562,118543,0.835,428297,266019,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1980,2348608,118543,0.923,587962,293753,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1981,940544,128378,0.931,390691,333616,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1982,1470717,129400,1.055,356372,302365,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1983,834323,108670,1.035,279065,257634,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1984,1497219,96563,0.964,378074,227070,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1985,371613,92500,0.92,245651,214354,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1986,1811547,80540,0.999,339883,201279,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1987,708292,83513,0.972,243747,216041,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1988,473589,78012,0.996,193706,183202,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1989,844008,74712,1.023,201233,139578,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1990,339517,66205,0.949,151582,124835,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1991,398867,66219,0.935,119641,101442,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1992,964171,68143,0.907,148932,112740,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1993,439577,69976,0.977,141358,119947,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1994,1057585,72382,0.946,208123,109915,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1995,692028,77700,0.875,168104,136397,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1996,477477,92943,0.904,138751,124721,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1997,1535829,94962,0.927,155618,122434,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1998,142751,98574,1.123,184740,144637,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,1999,312322,79182,1.145,107749,94108,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2000,451128,56004,1.164,82927,69567,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2001,183102,43384,0.868,61960,48440,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2002,261754,46653,1.062,65053,53152,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2003,121914,34911,0.752,34433,30426,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2004,241882,33269,0.801,36469,27748,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2005,189014,32081,0.82,38097,28165,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2006,420206,34227,0.73,37589,25665,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2007,187994,45174,0.666,54637,24215,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2008,211252,64486,0.642,51798,26814,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2009,236841,64626,0.625,54023,33177,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2010,305331,67293,0.524,49103,36762,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2011,145183,75754,0.404,40689,31979,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2012,223399,80025,0.372,40762,32124,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2013,250024,80507,0.368,40763,30474,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2014,317889,78644,0.374,45190,34651,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2015,148615,83922,0.38,49910,37373,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2016,104716,84688,0.376,50307,38104,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2017,318508,84181,0.421,46371,37668,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2018,71823,73762,0.535,47898,40153,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2019,140015,58998,0.49,35917,32361,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2020,228230,44289,0.361,24072,19373,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2021,132322,44335,0.247,18403,14660,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2022,204530,54148,NA,NA,NA,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
North Sea,cod.27.47d20,2023,222820,NA,NA,NA,NA,1,2-4,2022,69841,97777,97777,0.28,0.49,0.58
