Year,	R(age 1),	Low,	High,	SSB,	Low,	High,	Fbar(5-7),	Low,	High,	Catch,	Low,	High
1973,	53722,	29134,	99059,	13560,	8876,	20717,	0.406,	0.24,	0.687,	5868,	4302,	8004
1974,	8133,	4460,	14832,	21200,	14777,	30417,	0.169,	0.098,	0.289,	7680,	5076,	11618
1975,	11564,	6189,	21606,	26134,	18214,	37497,	0.188,	0.116,	0.305,	6571,	4574,	9440
1976,	137003,	75033,	250155,	28583,	20702,	39465,	0.183,	0.113,	0.296,	4827,	3515,	6628
1977,	6473,	3527,	11881,	65970,	44791,	97163,	0.258,	0.167,	0.399,	16423,	10816,	24937
1978,	1878,	1031,	3423,	110708,	73655,	166402,	0.35,	0.229,	0.534,	25328,	16392,	39135
1979,	33183,	18105,	60819,	92244,	63329,	134361,	0.378,	0.253,	0.565,	21985,	14408,	33545
1980,	14045,	7699,	25623,	71503,	53388,	95766,	0.573,	0.394,	0.832,	32332,	22888,	45673
1981,	8108,	4492,	14633,	61827,	46394,	82392,	0.577,	0.4,	0.833,	30118,	21496,	42198
1982,	2998,	1693,	5309,	42571,	32521,	55728,	0.527,	0.367,	0.756,	20152,	14810,	27420
1983,	3225,	1736,	5992,	32297,	24632,	42346,	0.481,	0.336,	0.689,	14172,	10352,	19403
1984,	19417,	10480,	35977,	19520,	15125,	25192,	0.571,	0.396,	0.823,	10030,	7447,	13510
1985,	866,	448,	1673,	16309,	12839,	20717,	0.493,	0.339,	0.718,	7445,	5740,	9656
1986,	15311,	9118,	25709,	17831,	13550,	23465,	0.4,	0.273,	0.587,	6303,	4635,	8573
1987,	554,	280,	1096,	17981,	13840,	23360,	0.377,	0.256,	0.554,	6251,	4601,	8492
1988,	7583,	4491,	12804,	16348,	12618,	21179,	0.428,	0.291,	0.628,	5702,	4196,	7748
1989,	384,	230,	643,	14310,	11284,	18148,	0.427,	0.297,	0.614,	5400,	4085,	7137
1990,	5589,	3336,	9362,	18037,	13941,	23336,	0.479,	0.336,	0.683,	6738,	4969,	9135
1991,	2526,	1524,	4189,	17202,	13185,	22442,	0.562,	0.4,	0.789,	7773,	5599,	10789
1992,	9894,	5935,	16497,	12051,	9494,	15297,	0.674,	0.487,	0.933,	6428,	4754,	8692
1993,	12468,	7473,	20802,	10631,	8465,	13352,	0.615,	0.435,	0.872,	4689,	3586,	6132
1994,	8840,	5290,	14774,	15963,	12179,	20925,	0.526,	0.353,	0.784,	4598,	3493,	6054
1995,	8175,	4880,	13695,	20111,	15014,	26939,	0.205,	0.131,	0.321,	2834,	2063,	3894
1996,	8491,	5069,	14224,	28179,	21219,	37423,	0.197,	0.127,	0.307,	3960,	2894,	5418
1997,	15327,	9125,	25744,	30914,	23618,	40464,	0.173,	0.111,	0.27,	4430,	3276,	5989
1998,	9270,	5517,	15577,	37051,	28761,	47731,	0.209,	0.136,	0.322,	5918,	4456,	7858
1999,	25807,	15302,	43524,	44747,	34731,	57652,	0.213,	0.14,	0.326,	6041,	4655,	7840
2000,	12379,	7324,	20923,	60093,	46749,	77245,	0.228,	0.149,	0.348,	8625,	6625,	11229
2001,	44268,	26287,	74549,	71903,	55308,	93477,	0.273,	0.18,	0.413,	11542,	8936,	14909
2002,	3813,	2270,	6405,	81572,	62780,	105988,	0.283,	0.185,	0.434,	13609,	10427,	17761
2003,	1882,	1108,	3197,	95022,	71750,	125840,	0.279,	0.179,	0.434,	13972,	10595,	18426
2004,	294717,	173397,	500922,	82635,	61377,	111255,	0.399,	0.255,	0.624,	18687,	13879,	25160
2005,	6859,	3914,	12021,	85681,	63478,	115649,	0.442,	0.279,	0.701,	18999,	13515,	26709
2006,	30871,	17678,	53910,	124382,	86704,	178435,	0.389,	0.242,	0.623,	16050,	11596,	22215
2007,	6279,	3744,	10530,	135243,	93794,	195008,	0.327,	0.206,	0.518,	18929,	12818,	27953
2008,	6056,	3615,	10146,	121553,	84448,	174962,	0.257,	0.161,	0.41,	22512,	14543,	34848
2009,	4552,	2698,	7679,	97524,	67749,	140383,	0.273,	0.172,	0.433,	24409,	15602,	38186
2010,	7476,	4423,	12635,	73442,	48985,	110110,	0.369,	0.228,	0.598,	24857,	15791,	39128
2011,	228251,	134257,	388053,	41229,	25786,	65919,	0.393,	0.232,	0.668,	14625,	9301,	22996
2012,	46197,	26103,	81757,	38372,	25530,	57672,	0.385,	0.219,	0.677,	7541,	5262,	10806
2013,	30093,	17058,	53089,	82824,	55114,	124466,	0.35,	0.199,	0.616,	8275,	5692,	12028
2014,	1607335,	926700,	2787876,	108432,	74717,	157360,	0.416,	0.239,	0.723,	21284,	13666,	33149
2015,	65289,	35075,	121529,	139803,	96881,	201742,	0.362,	0.198,	0.662,	21774,	14551,	32584
2016,	118155,	56743,	246031,	322700,	202041,	515416,	0.296,	0.151,	0.581,	24244,	16387,	35870
