"Year","Frep","Low","High","SSB","Low","High","R","Low","High","PredCatch"
2007,0.69309,0.563709766664024,0.852165026238241,79633,68674.5865846391,92340.0489813568,178180,151245.522116002,209911.089967013,55839.73
2008,0.66392,0.538065322774198,0.81921236649733,84048,72727.4657194361,97130.6539299933,203690,175123.515931157,236916.303783611,53951.87
2009,0.60284,0.483009555173345,0.752399329801199,97684,84421.2407102173,113030.36742559,198400,169991.913611969,231555.484985307,56964.78
2010,0.51803,0.410061932898386,0.654425732725838,100450,85814.8105624714,117581.131204089,298590,260265.144178295,342558.310608521,51025.51
2011,0.36261,0.283081984906497,0.464480324113279,115910,98735.3099208477,136072.172263098,146900,122384.910569181,176325.740645956,42748.72
2012,0.34803,0.26759124867561,0.45264888705996,126550,106404.613716039,150509.47454909,224360,189977.327059605,264965.353387706,42818.51
2013,0.28248,0.21490681560947,0.371300231561776,147630,122494.740019185,177922.879762727,287630,242940.529889415,340540.201084021,41908.27
2014,0.26167,0.19865946522216,0.344666129164442,165470,136543.084908496,200525.137676132,425480,358005.897734495,505671.084039677,45327.35
2015,0.24971,0.187650104559528,0.332294427686924,187590,153582.155734307,229128.233887261,183930,144145.455400751,234695.189008531,49276.11
2016,0.23808,0.173494778909866,0.326707735853235,202700,162073.257219813,253510.608133673,134350,96443.2467474604,187155.898507485,50006.11
